model,seed,window_size,runtime,delay,precision,recall,specificity,f1-score,auc,false alarm rate,miss rate,gain,fold,thresh
CostCV,0.0,30,10.553788430082562,-0.1818181818181818,0.8076923076923077,0.9545454545454546,0.9998057498057498,0.875,0.9771756021756022,0.6818125000473482,0.1363625000094696,-1.9444444444444445e-05,1,0.5
CostCV,0.0,30,9.494306471519682,-2.7705882352941176,0.8857142857142857,0.9117647058823528,0.9998994469582704,0.8985507246376812,0.9558320764203116,0.3529382353186272,0.2647036764889704,-2.777777777777778e-05,2,0.5
CostCV,0.0,30,9.681521639734626,1.3333333333333333,0.8,0.8888888888888888,0.9998100664767332,0.8421052631578947,0.944349477682811,0.666661111157407,0.3333305555787035,-1.1111111111111112e-05,3,0.5
CostCV,0.0,30,9.875871958184392,1.4046666666666667,0.8125,0.8666666666666667,0.9998290598290598,0.8387096774193549,0.9332478632478632,0.5999950000416664,0.3999966666944442,-1.9444444444444445e-05,4,0.5
CostCV,0.0,30,9.844344305847876,-1.336216216216216,0.6744186046511628,0.7837837837837838,0.9996748118554306,0.725,0.8917292978196072,1.1412423237867508,0.6521384707352861,-8.333333333333333e-05,5,0.5
CostCV,0.0,60,14.747112376654377,-0.2272727272727272,0.7777777777777778,0.9545454545454546,0.9997607655502392,0.8571428571428571,0.9771531100478468,0.8181750000568178,0.1363625000094696,-2.2222222222222223e-05,1,0.5
CostCV,0.0,60,12.797235860139894,-0.0647058823529412,0.9310344827586208,0.7941176470588235,0.9999484004127966,0.8571428571428571,0.8970330237358101,0.1764691176593136,0.6176419118075976,-4.4444444444444447e-05,2,0.5
CostCV,0.0,60,12.656064221058273,1.3333333333333333,0.7272727272727273,0.8888888888888888,0.9997076023391812,0.8,0.9442982456140352,0.9999916667361104,0.3333305555787035,-1.388888888888889e-05,3,0.5
CostCV,0.0,60,12.697309540954835,0.138,0.8,0.8,0.9998245614035088,0.8,0.8999122807017543,0.5999950000416664,0.5999950000416664,-2.5e-05,4,0.5
CostCV,0.0,60,12.76246576517754,4.8954054054054055,0.7714285714285715,0.7297297297297297,0.9998092604072292,0.75,0.8647694950684794,0.6521384707352861,0.8151730884191076,-7.777777777777778e-05,5,0.5
